Trip_ID,Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var2,Var3,Gender,Surge_Pricing_Type
T0005690026,42.28,1,10.0,2.79805,1,1,3.7575,0,47,66,1,2
T0005690028,23.58,2,2.0,3.05358,2,0,3.485,1,49,67,0,2
T0005690030,61.73,1,7.0,3.01774,1,0,3.19625,1,50,81,1,3
T0005690031,23.58,1,10.0,2.79805,1,2,3.70125,1,50,80,1,2
T0005690032,61.73,1,7.0,3.03172,2,1,1.58625,0,55,83,1,1
T0005690033,54.84,2,5.0,2.85953,1,0,3.30375,0,55,73,1,3
T0005690034,36.45,1,7.0,2.40487,2,0,3.28125,0,47,70,1,2
T0005690036,44.17,1,2.0,2.73486,2,1,2.70875,0,49,66,1,2
T0005690037,43.67,2,3.0,2.70031,0,0,3.68125,1,55,83,1,3
T0005690038,55.95,0,2.0,2.9456,2,0,3.59125,0,51,83,1,1
T0005690040,23.58,2,2.0,2.70689,2,0,4.485,2,47,66,1,2
T0005690043,23.58,1,9.0,2.746,2,3,1.1524999999999999,0,48,67,1,1
T0005690046,44.21,1,5.0,2.62457,1,0,2.57375,2,50,67,1,3
T0005690047,30.91,0,10.0,2.79805,1,0,1.4475,1,55,83,1,2
T0005690048,61.73,0,2.0,3.21791,1,1,3.28125,1,47,66,1,1
T0005690050,61.73,2,9.0,2.79805,1,0,2.16125,2,55,83,1,3
T0005690052,47.25,1,3.0,3.2501087500000008,2,11,2.94125,2,52,76,1,2
T0005690053,61.73,0,2.0,3.2501087500000008,2,1,3.99,0,50,75,0,1
T0005690054,23.58,1,7.0,3.04074,2,8,3.2275,2,52,72,1,2
T0005690055,23.58,0,2.0,2.79805,1,8,1.94125,1,47,66,1,1
T0005690056,30.5,0,2.0,2.95151,1,2,4.5425,0,50,80,0,1
T0005690058,31.32,0,10.0,2.98108,0,1,2.71,0,50,73,1,1
T0005690060,55.56,0,10.0,2.75493,1,3,3.44375,2,49,76,1,3
T0005690063,23.58,1,10.0,2.91645,2,0,4.5825,0,47,76,0,2
T0005690064,48.62,1,10.0,2.69862,1,0,1.8925,1,49,66,1,3
T0005690069,44.11,1,9.0,2.60161,1,0,1.23125,1,50,83,1,3
T0005690071,44.58,2,10.0,2.69382,1,0,1.40875,2,49,72,1,3
T0005690072,23.58,3,2.0,2.62829,0,10,1.99625,0,53,68,1,3
T0005690073,23.58,2,2.0,2.37062,0,4,2.03125,2,53,74,0,3
T0005690075,23.58,4,10.0,2.68642,0,1,4.0525,0,48,66,1,2
T0005690076,61.73,3,10.0,2.84339,1,1,1.4725,2,53,71,1,3
T0005690077,61.73,4,10.0,2.81008,0,1,1.1524999999999999,0,55,83,1,3
T0005690079,55.31,0,10.0,2.83887,2,0,3.77625,2,55,76,1,3
T0005690080,61.73,4,10.0,3.09413,2,0,2.81125,1,55,83,1,3
T0005690081,23.58,1,3.0,2.80958,2,1,3.98625,1,51,70,0,2
T0005690082,61.73,3,10.0,3.07726,1,5,3.19,0,49,81,0,3
T0005690083,23.58,3,10.0,2.7017,0,1,1.9725,1,55,83,1,3
T0005690084,42.93,4,4.0,3.12483,2,1,2.94625,0,53,83,1,3
T0005690085,23.58,4,2.0,3.03926,0,0,4.335,0,55,78,1,1
T0005690088,52.89,2,10.0,2.72941,1,0,4.48625,0,48,72,0,3
T0005690089,61.73,4,10.0,2.85715,2,0,1.1524999999999999,1,55,69,1,3
T0005690091,61.73,1,8.0,2.83225,1,0,1.1524999999999999,0,50,83,1,3
T0005690093,35.45,1,2.0,3.23162,0,0,2.96375,0,55,83,0,1
T0005690094,50.25,4,2.0,2.70782,1,1,1.1524999999999999,2,55,83,1,3
T0005690095,40.81,0,2.0,2.87253,0,0,1.99,0,51,81,1,1
T0005690096,25.63,2,9.0,2.4577,0,0,1.96375,0,48,69,0,3
T0005690100,61.73,3,10.0,2.79805,1,0,2.5925,2,55,82,0,3
T0005690101,23.58,1,6.0,2.350658749999999,1,0,3.63,2,48,71,0,3
T0005690102,34.18,2,2.0,2.38392,2,7,2.55125,1,48,74,1,2
T0005690103,42.32,1,6.0,2.71425,2,0,2.2075,0,51,67,1,2
T0005690104,23.58,1,2.0,2.68816,0,1,3.43,2,51,83,1,2
T0005690106,61.73,1,2.0,2.80802,1,1,1.51125,0,55,66,1,2
T0005690108,24.1,2,7.0,2.79805,1,0,2.40375,1,55,76,0,3
T0005690109,27.03,0,2.0,2.82764,2,0,2.475,1,50,83,1,1
T0005690110,23.58,0,4.0,2.79805,1,0,3.76375,0,53,76,1,1
T0005690113,47.86,2,7.0,2.69785,2,1,3.43375,2,52,73,0,2
T0005690114,25.34,2,10.0,2.43028,0,0,3.11375,1,47,66,1,3
T0005690121,36.83,3,8.0,2.85297,2,1,2.00625,0,54,83,0,3
T0005690122,36.26,0,2.0,2.68904,0,0,2.8225,2,47,83,1,1
T0005690123,30.68,1,2.0,2.8121,2,7,4.5825,2,48,77,1,1
T0005690128,23.58,1,2.0,2.79805,1,6,3.095,1,47,83,1,2
T0005690129,23.58,1,6.0,2.350658749999999,1,1,2.195,1,50,66,1,2
T0005690131,55.34,1,8.0,3.06292,2,0,3.3425,0,55,83,1,1
T0005690133,61.73,2,10.0,2.75686,2,1,1.59375,0,48,72,0,2
T0005690135,38.4,1,7.0,2.67853,2,0,2.33125,0,55,82,1,2
T0005690137,61.73,3,10.0,2.7887,1,2,3.14125,0,47,68,1,3
T0005690142,61.73,1,2.0,2.95842,0,0,3.32,0,50,67,1,2
T0005690143,61.73,0,10.0,3.09022,1,1,2.18375,1,54,83,1,1
T0005690146,23.58,3,2.0,3.14797,2,6,4.47625,1,47,66,0,3
T0005690147,35.79,1,10.0,2.79805,1,0,3.30625,2,50,69,1,2
T0005690149,55.17,2,10.0,2.78328,1,0,2.0875,0,49,67,1,3
T0005690150,23.58,1,2.0,2.55246,1,3,2.87375,0,53,76,1,3
T0005690151,23.58,1,6.0,2.95093,1,10,3.6775,2,51,77,0,3
T0005690153,61.73,1,3.0,2.6925,2,0,2.31125,0,50,74,0,3
T0005690154,37.27,2,7.0,2.79805,1,0,3.85,1,50,67,1,2
T0005690155,31.87,1,10.0,2.51888,0,0,2.5,1,47,70,0,3
T0005690157,23.58,1,6.0,2.77937,0,0,2.4775,0,51,83,1,1
T0005690158,23.58,0,2.0,2.67939,1,1,1.91125,1,55,83,0,2
T0005690162,61.73,1,10.0,2.99571,2,0,4.5825,0,47,67,1,1
T0005690168,24.57,1,2.0,2.82652,0,0,2.85375,2,47,70,1,2
T0005690169,23.58,2,2.0,2.79805,1,0,2.2775,0,51,70,0,1
T0005690171,61.73,2,4.0,2.79805,1,0,4.23625,0,47,76,1,2
T0005690173,23.58,2,10.0,3.10307,2,3,3.2675,1,55,83,0,2
T0005690174,24.46,0,10.0,3.00265,0,0,3.39125,2,53,83,1,1
T0005690176,46.66,3,10.0,2.62506,1,0,3.775,1,48,66,1,3
T0005690177,45.7,1,4.0,3.05246,0,2,3.28625,0,50,75,1,1
T0005690180,23.58,0,2.0,2.50994,0,8,2.98125,1,47,67,0,1
T0005690182,61.7,2,7.0,2.99982,2,0,1.26625,1,55,83,1,2
T0005690184,32.29,3,6.0,2.79805,1,0,2.92125,0,47,66,0,2
T0005690189,36.16,1,10.0,2.65089,2,0,2.73625,1,51,76,1,2
T0005690190,46.62,1,10.0,2.88443,0,0,3.57625,2,51,77,1,2
T0005690193,23.58,3,10.0,2.77381,0,2,1.905,2,55,83,1,3
T0005690194,25.04,2,2.0,2.39902,2,0,1.1524999999999999,2,51,83,0,3
T0005690195,24.05,1,7.0,2.95778,0,0,3.96625,0,50,82,1,2
T0005690198,61.73,0,6.0,2.80978,2,10,4.5825,0,47,66,1,1
T0005690201,54.19,4,9.0,2.92828,2,0,3.2225,0,49,66,1,2
T0005690202,61.73,0,10.0,2.69584,2,0,3.07375,1,52,75,1,1
T0005690203,54.79,1,2.0,2.87951,1,1,2.6825,1,50,68,0,2
T0005690204,61.73,0,2.0,2.79805,1,0,2.76125,0,49,66,1,3
T0005690206,23.58,2,2.0,2.40975,2,1,2.04,0,47,66,1,2
T0005690207,61.73,0,10.0,2.71551,2,0,2.7925,0,48,67,1,3
T0005690208,59.02,1,5.0,2.80387,2,0,1.78,0,55,83,1,2
T0005690209,41.99,3,2.0,3.04506,0,0,2.8725,2,55,83,1,3
T0005690210,27.06,2,10.0,2.69151,0,0,3.385,0,49,66,1,3
T0005690212,50.1,1,2.0,3.12884,1,0,3.01625,0,52,83,0,2
T0005690214,61.73,2,3.0,2.95485,0,0,1.16,2,55,83,1,2
T0005690215,61.73,2,10.0,2.87419,1,1,2.09375,0,53,77,1,3
T0005690216,45.82,2,2.0,2.69907,0,0,4.06125,0,47,66,1,3
T0005690218,23.58,0,2.0,2.79805,1,0,2.2925,0,55,83,1,1
T0005690220,61.73,3,2.0,3.02524,2,0,2.70625,0,54,80,1,2
T0005690221,49.51,3,5.0,2.78358,1,0,1.7425,0,49,83,1,3
T0005690223,23.58,2,9.0,3.02202,0,0,2.05875,2,55,81,0,2
T0005690225,61.13,2,5.0,2.73886,1,3,3.8575,0,47,67,0,3
T0005690226,37.47,2,4.0,2.79805,1,0,1.71625,0,55,83,1,3
T0005690227,30.98,1,10.0,2.81667,1,0,2.53,2,47,67,1,2
T0005690229,23.58,1,9.0,3.2501087500000008,0,2,3.65625,0,51,66,1,2
T0005690233,61.73,3,10.0,2.944,1,0,2.8425,0,48,81,1,3
T0005690234,37.29,1,3.0,2.58253,1,2,1.2725,1,47,66,1,2
T0005690237,61.73,1,5.0,3.03726,0,0,3.30125,1,48,70,1,2
T0005690239,61.73,0,2.0,2.73006,1,1,3.87375,0,50,83,1,1
T0005690241,61.73,1,10.0,3.2501087500000008,1,0,2.78125,0,55,83,1,2
T0005690244,23.58,2,10.0,3.06729,2,3,1.995,1,55,83,1,2
T0005690246,46.77,3,4.0,2.79805,1,2,3.76625,0,51,68,0,2
T0005690247,28.75,1,3.0,2.88089,0,0,2.12875,1,55,80,1,1
T0005690248,23.58,1,10.0,2.84415,1,0,2.7,2,49,66,1,2
T0005690249,31.12,1,2.0,2.64945,2,0,4.00375,0,47,66,1,2
T0005690250,38.88,4,8.0,2.50596,1,2,2.41125,0,47,66,0,2
T0005690252,23.58,2,4.0,3.02439,2,0,3.6225,1,54,66,1,2
T0005690253,38.07,1,6.0,2.49119,1,0,2.08625,0,50,66,1,2
T0005690255,61.73,2,5.0,3.09953,1,1,4.52375,0,47,66,1,2
T0005690256,23.58,1,9.0,2.72491,0,9,3.3425,0,49,66,0,2
T0005690257,29.58,0,6.0,2.58595,1,1,2.87625,0,47,66,1,2
T0005690258,49.19,1,8.0,2.81941,2,2,4.48,0,52,82,0,2
T0005690259,31.42,2,10.0,2.84625,1,0,3.54875,2,49,83,1,2
T0005690260,61.73,3,6.0,2.86127,1,0,1.1524999999999999,0,54,73,0,3
T0005690261,61.73,1,7.0,2.79805,1,5,2.3225,1,47,71,0,1
T0005690262,61.73,0,2.0,2.90694,1,0,1.1524999999999999,1,50,70,1,3
T0005690263,61.73,0,2.0,3.2501087500000008,2,1,2.5825,2,55,78,1,1
T0005690264,23.58,0,10.0,2.3924,0,4,4.095,0,53,66,1,1
T0005690265,61.73,3,2.0,2.79805,1,0,2.39125,0,51,68,0,3
T0005690267,60.79,1,4.0,2.68447,1,0,2.59375,0,47,66,0,2
T0005690270,61.73,2,2.0,2.81981,0,1,2.48875,0,47,67,0,3
T0005690273,23.58,0,3.0,2.79805,1,6,3.745,0,48,66,1,1
T0005690274,23.58,2,10.0,2.38439,0,6,2.4075,0,51,66,1,2
T0005690275,61.73,1,5.0,2.84406,1,0,2.1025,0,55,83,0,2
T0005690276,61.73,4,10.0,2.96756,1,0,1.99875,0,50,74,1,1
T0005690278,26.64,2,4.0,2.41462,0,3,3.2175,0,49,66,1,3
T0005690279,61.73,4,10.0,2.87767,2,1,3.00375,1,48,74,0,3
T0005690280,23.58,4,9.0,2.6304,2,0,1.88125,0,48,66,0,2
T0005690281,23.58,0,2.0,2.59537,2,0,2.25875,0,48,70,1,1
T0005690282,35.41,2,10.0,3.08175,2,0,2.05875,0,55,83,0,2
T0005690283,23.58,2,6.0,2.350658749999999,1,0,2.7025,0,47,66,1,2
T0005690284,61.73,0,10.0,2.93325,1,0,1.88125,0,49,66,1,3
T0005690285,52.8,0,2.0,2.79805,1,1,3.01375,0,49,75,1,1
T0005690286,46.94,0,6.0,2.99687,2,0,3.3475,2,52,72,0,3
T0005690289,26.5,2,10.0,3.0979,1,2,4.36375,2,49,83,0,3
T0005690291,61.73,3,4.0,2.77409,2,0,1.1524999999999999,0,51,69,1,3
T0005690292,23.58,2,10.0,2.77184,0,1,2.90375,2,53,80,1,2
T0005690293,61.73,1,3.0,3.2501087500000008,0,0,4.56625,1,52,73,1,3
T0005690294,23.58,2,4.0,3.00024,0,6,3.405,0,47,80,1,3
T0005690295,58.31,3,4.0,3.23724,1,1,4.14125,1,51,66,1,3
T0005690296,30.1,3,10.0,2.79082,0,0,2.4225,2,48,66,1,2
T0005690299,35.5,1,3.0,2.79805,1,0,1.5775,0,53,83,1,2
T0005690300,61.73,4,8.0,2.89672,2,0,3.23125,0,52,76,0,3
T0005690301,31.71,2,6.0,2.61323,0,1,3.57125,1,47,66,0,2
T0005690305,39.86,1,2.0,3.2501087500000008,1,7,4.45625,2,47,83,1,3
T0005690306,23.58,1,2.0,2.51346,2,0,4.0075,0,48,66,1,1
T0005690307,23.58,2,2.0,2.77763,2,3,4.385,2,55,72,1,2
T0005690309,46.27,3,4.0,2.9409,2,0,3.1025,1,50,83,0,3
T0005690312,55.8,4,10.0,3.01587,2,3,4.0875,0,48,72,0,2
T0005690313,46.85,0,7.0,2.79805,1,11,3.4025,0,53,77,1,1
T0005690314,35.66,0,7.0,2.93391,1,0,4.5825,0,47,66,1,1
T0005690315,36.58,1,4.0,2.73791,0,0,2.65,1,50,74,0,2
T0005690316,61.73,3,4.0,3.03742,1,0,4.03875,0,49,70,1,3
T0005690318,61.73,3,10.0,3.14661,1,5,1.20625,1,55,83,1,3
T0005690321,23.58,2,4.0,2.47467,2,0,3.08625,1,47,66,1,2
T0005690322,61.73,0,10.0,2.70719,2,1,1.99125,0,47,66,1,1
T0005690328,23.58,2,5.0,2.67571,0,6,3.975,0,47,66,0,2
T0005690329,61.73,0,10.0,3.06374,1,0,1.1524999999999999,1,52,83,0,3
T0005690330,60.88,0,10.0,2.79805,1,0,3.3525,1,52,77,1,1
T0005690331,29.18,4,2.0,2.81562,0,0,2.88625,0,55,83,0,2
T0005690333,27.83,4,2.0,2.38157,0,0,1.70625,2,53,73,1,3
T0005690334,61.73,2,4.0,3.2501087500000008,1,0,3.35875,1,52,72,1,3
T0005690335,55.82,1,8.0,2.71349,1,0,3.11,1,51,83,1,1
T0005690336,31.14,1,2.0,2.86524,2,0,3.06875,1,48,70,1,3
T0005690337,26.98,0,9.0,2.41105,0,3,1.1524999999999999,2,55,83,0,3
T0005690338,23.58,1,10.0,2.93017,1,6,1.1625,2,52,83,1,3
T0005690339,28.54,2,3.0,2.79805,1,0,3.4825,0,47,66,1,2
T0005690340,30.97,0,2.0,3.23068,2,0,3.215,0,52,74,0,1
T0005690343,61.73,2,3.0,2.99942,1,0,3.23,0,52,82,1,2
T0005690344,61.73,1,10.0,3.09469,2,0,3.56125,0,52,75,1,1
T0005690346,37.62,1,2.0,3.04302,1,0,3.8275,1,47,75,1,2
T0005690348,23.59,4,3.0,2.55179,0,3,1.6125,2,48,75,1,3
T0005690352,45.73,3,9.0,2.6043,2,10,3.36875,1,48,66,0,3
T0005690355,61.73,1,2.0,3.18966,1,1,2.66125,0,55,83,1,2
T0005690357,23.63,1,2.0,2.74909,1,1,3.43625,0,48,70,1,2
T0005690358,61.73,2,10.0,3.22368,2,2,2.9275,1,50,69,1,2
T0005690359,61.73,1,2.0,2.96689,2,0,4.25625,0,47,75,1,2
T0005690360,23.58,1,6.0,2.350658749999999,1,0,2.715,0,47,66,1,2
T0005690361,51.62,1,10.0,2.79805,1,1,1.69,1,52,83,1,2
T0005690362,30.63,2,6.0,3.17742,0,6,4.5825,0,47,67,0,2
T0005690363,61.73,1,2.0,2.93244,2,0,2.68625,0,48,75,1,2
T0005690364,61.73,1,5.0,2.79805,1,0,3.1075,2,55,83,0,2
T0005690366,45.38,1,6.0,2.81347,1,0,1.915,0,48,81,1,2
T0005690367,58.46,3,6.0,2.93187,0,0,2.86625,2,55,81,1,2
T0005690369,61.73,1,4.0,2.79805,1,0,3.53375,0,47,68,1,2
T0005690370,41.79,1,8.0,2.66058,2,1,3.92,1,50,81,0,2
T0005690371,23.58,1,4.0,2.6034,2,0,3.1775,0,49,79,0,2
T0005690372,27.84,0,10.0,2.8703,0,0,4.06,0,48,71,1,1
T0005690373,46.38,4,2.0,2.73904,0,0,2.2525,0,54,73,1,2
T0005690374,61.73,2,2.0,2.73402,2,1,2.58875,0,54,74,1,2
T0005690375,61.73,2,10.0,2.92167,1,1,2.49625,1,55,83,1,2
T0005690376,43.69,2,8.0,2.64403,1,0,2.93125,0,55,76,1,3
T0005690379,23.58,2,10.0,2.77535,2,0,3.56,0,47,66,1,2
T0005690380,51.23,3,4.0,2.79805,1,0,3.92125,1,47,72,1,3
T0005690383,30.3,4,5.0,2.53528,2,1,3.68,0,47,66,1,2
T0005690384,61.73,1,10.0,2.93048,0,1,3.025,0,50,77,1,2
T0005690385,61.73,0,6.0,2.79805,1,5,3.65,0,55,83,1,3
T0005690389,23.58,2,5.0,2.6532,0,2,3.12625,1,49,67,0,2
T0005690391,61.73,2,10.0,2.62021,1,3,1.99625,0,53,75,1,2
T0005690398,31.15,1,10.0,2.85202,2,1,2.84375,0,49,68,0,2
T0005690399,61.73,4,5.0,2.82778,1,0,1.1825,1,52,83,1,3
T0005690400,23.58,2,2.0,2.51052,2,1,4.27375,0,47,66,1,2
T0005690401,36.61,2,4.0,2.72244,2,0,3.46875,2,48,66,0,2
T0005690402,25.41,2,2.0,2.81662,0,0,4.33625,0,47,66,1,2
T0005690403,31.83,1,2.0,3.14913,2,0,3.38125,0,55,83,1,1
T0005690404,61.73,1,3.0,2.97202,1,0,3.2275,0,49,74,1,2
T0005690405,61.73,3,10.0,2.79805,1,0,2.78,0,54,83,0,3
T0005690408,46.29,3,8.0,2.79805,1,0,2.70125,0,54,79,0,3
T0005690409,36.87,2,10.0,2.78063,2,0,3.39,0,47,77,1,2
T0005690410,38.4,1,3.0,2.73937,0,1,3.53,0,51,71,0,1
T0005690411,23.58,3,4.0,2.69795,2,0,3.05625,1,49,66,1,3
T0005690413,61.73,3,5.0,3.14791,2,0,3.48,1,51,83,1,3
T0005690419,23.58,1,3.0,2.75752,1,2,4.175,1,47,66,0,1
T0005690421,61.73,1,4.0,2.79805,1,10,2.96875,2,50,72,1,2
T0005690422,61.73,1,5.0,2.96398,1,1,2.865,0,54,69,0,2
T0005690423,40.25,2,10.0,2.79805,1,0,3.11125,0,47,66,0,2
T0005690424,61.73,2,5.0,2.87967,0,0,3.1025,0,52,83,0,2
T0005690426,45.9,1,10.0,2.79805,1,4,2.70375,2,53,78,1,2
T0005690428,29.87,1,6.0,2.77611,2,0,4.24,1,50,67,0,3
T0005690429,43.14,1,6.0,2.77857,1,0,1.4425,0,47,66,1,2
T0005690431,61.73,1,10.0,2.99613,1,0,2.78375,0,55,78,1,3
T0005690433,61.73,4,10.0,2.79805,1,0,1.58375,0,52,68,1,3
T0005690434,38.06,4,2.0,2.55927,0,1,3.71625,0,47,66,1,1
T0005690435,47.4,1,9.0,2.79805,1,0,2.40375,0,47,69,1,2
T0005690436,23.58,2,3.0,2.53584,2,0,1.245,0,47,66,1,2
T0005690438,31.3,0,10.0,2.77996,0,7,4.575,2,47,74,1,1
T0005690440,47.3,2,4.0,2.79805,1,0,1.55125,2,55,83,1,2
T0005690441,61.73,1,4.0,2.79805,1,2,3.95375,1,48,83,1,2
T0005690442,59.56,1,2.0,2.64007,0,1,1.8525,0,48,74,1,2
T0005690443,59.26,4,2.0,2.83701,2,0,2.51625,0,51,78,1,2
T0005690444,30.28,1,2.0,2.70164,0,1,4.01875,0,52,70,1,3
T0005690445,40.47,1,10.0,3.08539,2,0,3.0525,1,52,83,1,2
T0005690448,23.58,2,3.0,2.59336,0,7,3.07625,2,47,66,1,3
T0005690449,61.73,1,3.0,2.80982,2,0,2.69375,1,53,83,1,2
T0005690450,32.5,3,6.0,2.92663,2,1,3.6,2,49,73,1,1
T0005690451,60.47,3,10.0,3.06406,1,0,4.35625,0,53,69,1,1
T0005690455,24.29,1,10.0,2.69309,2,1,3.7575,2,55,83,0,2
T0005690457,25.56,0,3.0,2.79805,1,0,2.5125,0,47,68,0,1
T0005690458,32.06,3,5.0,3.12042,0,8,4.03125,2,47,66,1,2
T0005690459,23.58,2,3.0,3.0612,1,4,3.53625,0,55,83,1,2
T0005690460,61.73,1,2.0,3.2501087500000008,1,0,3.0,0,55,83,0,2
T0005690461,61.73,3,2.0,2.74503,1,2,2.82875,0,47,68,1,3
T0005690467,61.73,0,10.0,3.2501087500000008,2,0,2.72875,1,55,83,0,1
T0005690468,25.87,1,6.0,2.40872,1,0,3.05875,0,47,75,1,2
T0005690473,61.73,1,6.0,3.22658,2,0,2.935,0,55,83,1,1
T0005690475,37.83,0,4.0,2.79805,1,0,3.38,0,55,78,1,1
T0005690478,37.81,2,9.0,2.94416,2,0,2.5625,0,55,83,1,2
T0005690479,54.63,1,7.0,2.80869,0,0,2.455,0,55,72,1,1
T0005690480,48.95,1,10.0,2.87189,1,0,3.05625,1,49,75,1,1
T0005690481,35.73,2,10.0,2.93163,1,0,4.02375,0,51,73,1,2
T0005690482,61.73,3,2.0,2.80783,2,0,1.6725,0,50,69,0,3
T0005690487,36.18,2,2.0,2.8101,2,0,2.48,2,55,83,1,2
T0005690488,49.67,1,6.0,2.87917,0,0,2.71625,1,52,83,1,2
T0005690489,30.29,1,10.0,2.82684,0,0,3.88,0,54,76,0,2
T0005690490,23.58,2,10.0,2.69847,2,2,1.9725,2,48,81,1,2
T0005690491,61.73,2,7.0,2.74716,2,1,2.17125,0,53,70,1,2
T0005690492,35.47,3,6.0,2.46498,1,0,2.985,2,49,72,0,3
T0005690493,23.58,2,8.0,2.65112,0,0,2.77375,2,47,66,0,2
T0005690494,28.54,2,3.0,2.83055,0,1,3.86375,1,49,72,1,1
T0005690496,23.58,2,3.0,2.79805,1,6,4.5825,1,47,69,1,2
T0005690497,37.31,2,8.0,2.47903,1,0,3.95,0,48,66,1,2
T0005690500,23.58,0,2.0,2.350658749999999,1,5,1.395,2,47,66,1,1
T0005690501,30.9,1,2.0,2.61996,2,0,1.26375,0,51,68,0,1
T0005690503,44.09,1,10.0,2.81475,1,1,3.67875,0,55,78,1,2
T0005690504,46.2,0,5.0,2.70067,0,0,1.5075,1,51,74,1,1
T0005690505,27.54,2,3.0,3.04518,0,0,2.35375,1,49,79,1,2
T0005690506,54.43,3,10.0,2.9774,1,7,4.0925,2,55,83,1,3
T0005690507,25.07,3,2.0,2.42334,0,0,3.2275,1,51,66,1,3
T0005690508,23.58,1,2.0,2.82776,0,0,3.785,0,51,83,1,2
T0005690511,61.46,1,4.0,2.97242,2,1,4.0375,1,52,72,1,2
T0005690513,43.55,2,3.0,2.84799,2,0,3.08375,0,55,83,1,2
T0005690514,44.12,2,10.0,2.73442,1,0,2.895,0,47,71,0,3
T0005690515,61.73,1,10.0,3.2313,2,0,3.12,2,55,83,1,3
T0005690517,36.12,1,10.0,2.74245,2,0,1.4925,1,48,66,1,2
T0005690518,61.73,1,6.0,2.79805,1,1,3.7875,0,47,66,0,2
T0005690519,23.58,2,10.0,2.79805,1,0,1.96875,0,55,74,0,1
T0005690520,61.73,1,10.0,3.05174,1,0,2.8125,1,50,73,1,3
T0005690523,61.73,3,8.0,2.79805,1,1,2.52875,0,55,83,1,3
T0005690525,61.73,1,10.0,3.2501087500000008,1,0,2.31,0,54,74,1,1
T0005690526,30.55,0,10.0,2.79805,1,0,2.82375,0,49,71,1,1
T0005690532,28.31,2,8.0,2.65809,0,0,1.84,0,53,71,1,2
T0005690533,25.5,2,10.0,2.93076,1,0,3.9925,2,55,75,0,2
T0005690534,23.58,1,4.0,2.84083,2,0,3.44625,0,50,66,0,1
T0005690535,61.73,3,10.0,2.67853,1,1,2.69875,1,47,66,1,3
T0005690536,23.58,1,3.0,2.86465,0,4,4.5825,2,47,66,1,2
T0005690537,23.58,2,3.0,2.79805,1,0,2.165,2,47,66,1,2
T0005690538,23.58,3,7.0,2.350658749999999,2,4,2.63375,1,48,66,1,3
T0005690540,59.05,2,10.0,2.86912,2,0,3.9375,0,53,83,1,3
T0005690541,46.19,1,10.0,2.79805,1,1,2.30375,2,51,79,0,3
T0005690543,23.58,1,2.0,2.82838,1,2,3.78875,1,47,73,0,2
T0005690545,61.73,4,6.0,3.14493,2,0,2.50875,1,52,76,1,3
T0005690547,35.84,1,6.0,2.65421,2,0,2.39375,0,49,66,0,1
T0005690548,50.68,4,3.0,2.98881,2,0,2.03125,0,53,83,0,1
T0005690549,25.21,2,10.0,2.79805,1,0,1.1524999999999999,1,55,83,1,2
T0005690550,46.38,1,10.0,2.81594,0,0,4.5825,0,51,73,1,2
T0005690551,23.58,2,5.0,2.70147,0,0,3.71875,0,47,66,1,3
T0005690556,27.83,1,3.0,2.82539,0,0,2.31125,0,49,76,1,2
T0005690558,61.73,3,10.0,3.03507,1,1,2.615,2,55,82,1,3
T0005690559,42.52,1,2.0,2.59293,1,0,1.76,0,50,83,1,2
T0005690560,35.76,1,6.0,2.54733,2,1,3.21625,1,49,66,1,2
T0005690561,29.41,2,7.0,2.94448,0,9,3.34875,0,49,66,1,3
T0005690562,51.34,2,10.0,2.97941,2,2,2.33875,2,51,71,1,3
T0005690563,60.41,1,10.0,2.98752,1,0,4.0625,0,48,75,1,2
T0005690564,35.55,4,2.0,3.06135,1,0,2.54875,2,52,75,1,3
T0005690565,60.3,0,8.0,3.05698,1,0,2.23875,0,52,81,1,1
T0005690566,29.63,1,4.0,2.51283,0,9,2.60875,2,55,73,0,3
T0005690567,23.58,4,4.0,2.54092,1,4,3.68375,2,51,77,1,3
T0005690568,23.58,1,2.0,2.79805,1,8,2.59375,1,47,66,0,2
T0005690569,31.19,3,6.0,2.74213,1,5,4.56,1,51,66,1,3
T0005690570,37.25,3,3.0,2.79805,1,0,2.3775,0,54,70,0,3
T0005690572,23.74,3,10.0,2.99578,0,0,3.57,0,48,70,0,3
T0005690573,23.58,2,10.0,2.79805,1,0,1.17625,1,52,81,1,2
T0005690574,38.21,0,10.0,2.79805,1,0,3.105,0,51,74,1,1
T0005690575,23.58,2,6.0,2.67149,0,3,2.41625,1,49,75,1,2
T0005690576,23.58,2,6.0,2.91284,2,0,3.8225,0,52,72,1,2
T0005690577,30.83,4,7.0,2.83321,0,0,3.89125,0,47,66,1,2
T0005690578,45.01,0,10.0,2.79805,1,0,3.34875,1,51,66,1,3
T0005690579,61.73,0,10.0,2.84752,1,0,2.4075,0,50,66,1,3
T0005690582,44.71,1,8.0,2.53477,1,1,3.985,0,50,74,1,2
T0005690584,48.37,2,10.0,2.55975,1,0,1.1524999999999999,0,52,80,0,2
T0005690585,61.73,1,10.0,2.81591,1,0,2.05375,0,51,83,1,2
T0005690588,41.8,1,10.0,2.77827,2,0,2.2275,1,54,71,1,3
T0005690589,23.58,2,6.0,2.70279,1,2,1.76875,1,52,77,1,2
T0005690590,35.97,3,6.0,2.53656,0,0,3.55125,2,47,66,0,3
T0005690591,61.73,2,6.0,2.93372,1,0,1.85,0,52,83,1,2
